feature	backing	form	world	place	result
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_defaults	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_defaults_head	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defdelegate_unresolvable	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defguard	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defguard	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defguard	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defguard	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defguard	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defguard	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defmacro	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w2	declaration(snoc/2#1)	green
breadcrumbs	ex_dbgi	defmacro	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc/2#1)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defmacro	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defmacro	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_defaults	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defmacro	x_defaults_head	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defmacro	x_defaults_head	declaration(snoc/2#1)	red
breadcrumbs	ex_dbgi	defmacro	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defmacro	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defp	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w2	declaration(snoc/2#1)	green
breadcrumbs	ex_dbgi	defp	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defp	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc/2#1)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_dbgi	defp	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_dbgi	defp	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_dbgi	defp	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_dbgi	defp	x_defaults	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defp	x_defaults_head	declaration(snoc/2#0)	red
breadcrumbs	ex_dbgi	defp	x_defaults_head	declaration(snoc/2#1)	red
breadcrumbs	ex_dbgi	defp	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	def	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	def	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	def	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	def	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	def	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	def	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	def	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	def	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	def	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	def	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	def	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	def	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	def	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_defaults	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_defaults_head	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	def	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	def	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	defdelegate	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_defaults	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_defaults_head	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	w4	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_absent	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_separate	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_separate	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_separate	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_zero	declaration(snoc/0#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_arity_zero	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_defaults	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_defaults_head	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_nfc	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_not_a_call	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defdelegate_unresolvable	x_other_module	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defguard	w1	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defguard	w2	declaration(snoc/1#0)	green
breadcrumbs	ex_docs	defguard	w2	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defguard	w2	declaration(snoc/3#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(snoc!/2#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(snoc/2#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(snoc?/2#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(snoc_x/2#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(snoć/2#0)	green
breadcrumbs	ex_docs	defguard	w3	declaration(xsnoc/2#0)	green
breadcrumbs	ex_docs	defguard	w4	declaration(snoc!/2#0)	green
